geneSymbol	proteinName
LIN9	Q5TKA1
BTBD9	Q96Q07
NUDT14	O95848
ANKRD45	Q5TZF3
C3orf15	Q7Z4T9
PNMA3	Q9UL41
GPR39	O43194
FAM3B	P58499
ZNF730	Q6ZMV8
KIRREL	Q96J84
IQGAP3	Q86VI3
CNGA2	Q16280
TOB2	Q14106
SCN5A	Q14524
ARSI	Q5FYB1
UTY	O14607
C1orf64	Q8NEQ6
TTC32	Q5I0X7
LRRC55	Q6ZSA7
DNAH2	Q9P225
SH2D1A	O60880
SDR42E2	A6NKP2
PRKX	P51817
SETD8	Q9NQR1
KCNH8	Q96L42
SMTN	P53814
NPW	Q8N729
C3orf48	A8MPX8
CCDC56	Q9Y2R0
NPB	Q8NG41
ST6GALNAC3	Q8NDV1
PTP4A2	Q12974
ACTG1	P63261
TMPRSS2	O15393
DENND5A	Q6IQ26
OR2T10	Q8NGZ9
DSCR4	P56555
KRTAP20-2	Q3LI61
CTAG1A,CTAG1B	P78358
FAM23A,FAM23B	Q5W0B7
DIABLO	Q9NR28
VPS33B	Q9H267
TBX1	O43435
ADAP2	Q9NPF8
UQCR10	Q9UDW1
FAM120C	Q9NX05
TRIML1	Q8N9V2
EIF3C	Q99613
CLDN5	O00501
NIPSNAP1	Q9BPW8
OR4F6	Q8NGB9
CNTN2	Q02246
SPRR4	Q96PI1
LRTOMT	Q8WZ04
LRTOMT	Q96E66
OR10J5	Q8NHC4
KCNQ3	O43525
ADRA2C	P18825
NR2C2AP	Q86WQ0
FAM132A	Q5T7M4
CRELD2	Q6UXH1
OR1D2	P34982
SCFD2	Q8WU76
UBE2F	Q969M7
KCNJ12	Q14500
GPR173	Q9NS66
PPP1R2	P41236
TSPYL2	Q9H2G4
GOLGA6L4	A6NEF3
PGP	A6NDG6
C22orf46	C9J442
SNRNP35	Q16560
DGAT2L6	Q6ZPD8
IRAK1	P51617
C3orf26	Q9BQ75
OLIG1	Q8TAK6
C11orf72	Q8NBR9
PCDH9	Q9HC56
ACOT1	Q86TX2
OAF	Q86UD1
ALDH1A3	P47895
CDR1	P51861
HIST2H2AC	Q16777
KCNK12	Q9HB15
HIST2H2AB	Q8IUE6
POU6F1	Q14863
DEFB108B	Q8NET1
TM2D3	Q9BRN9
TSSC4	Q9Y5U2
TACSTD2	P09758
CLECL1	Q8IZS7
SIX6	O95475
PKD1,PRKD1	Q15139
FAM190A	Q9C0I3
ZDHHC23	Q8IYP9
C1orf175	Q68CQ1
OR51J1	Q9H342
S100A7A	Q86SG5
SRPK3	Q9UPE1
GDF3	Q9NR23
IQCF2	Q8IXL9
SLIT3	O75094
EFNA5	P52803
MRGPRE	Q86SM8
KRTAP19-1	Q8IUB9
HIST1H1B	P16401
C17orf46	Q96LK8
PKP3	Q9Y446
MAP7D2	Q96T17
CSF1	P09603
COLEC10	Q9Y6Z7
PLA2G6	O60733
MAML2	Q8IZL2
C21orf128	Q8N2C9
OR4N5	Q8IXE1
SS18L1	O75177
KCND2	Q9NZV8
TOP1MT	Q969P6
COPB2	P35606
LRRC19	Q9H756
THAP7	Q9BT49
KNTC1	P50748
CCBP2,CCR10	O00590
CCR10	P46092
C1orf130	Q5T1S8
BPIL2	Q8NFQ6
WDR27	A2RRH5
TXNRD2	Q9NNW7
C1QTNF8	P60827
OR56A3	Q8NH54
FOXO4	P98177
POU3F2	P20265
PTP4A3	O75365
FOXD4L1	Q9NU39
NEU1	Q99519
FAM70B	Q8WV15
PROS1	P07225
GAST	P01350
NUTM1	Q86Y26
HDDC3	Q8N4P3
BEX5	Q5H9J7
ZFP1	Q6P2D0
CEND1	Q8N111
C6orf58	Q6P5S2
DHRS7C	A6NNS2
DUSP8	Q13202
SOCS3	O14543
C17orf74	Q0P670
SLITRK6	Q9H5Y7
PIWIL3	Q7Z3Z3
LPAR5	Q9H1C0
XPOT	O43592
TMEM173	Q86WV6
PDE4B	Q07343
FAM19A3	Q7Z5A8
C14orf180	Q8N912
SNN	O75324
C8orf12	Q96KT0
KCNH7	Q9NS40
NRP2,NELL2	Q99435
KRBA2	Q6ZNG9
MED12	Q93074
ZNF90	Q03938
PRSS55	Q6UWB4
ODF4	Q2M2E3
CDCA2	Q69YH5
RALYL	Q86SE5
GSTT1	P30711
FAM123B	Q5JTC6
ZBTB40	Q9NUA8
HIST2H2BE	Q16778
C11orf89	A8MZF0
CLDN6	P56747
OR51M1	Q9H341
EIF4ENIF1	Q9NRA8
LRRC26	Q2I0M4
SERINC4	A6NH21
RNLS	Q5VYX0
KRTAP6-1	Q3LI64
FAM110C	Q1W6H9
DDX53	Q86TM3
ATL3	Q6DD88
MAGEA2B,MAGEA2	P43356
NDUFA12	Q9UI09
RPS17	P08708
TCTE3	Q8IZS6
UBE2G2	P60604
SATL1	Q86VE3
OSBP2	Q969R2
C21orf88	P59052
TUSC5	Q8IXB3
PRR23B	Q6ZRT6
ZBTB7C	A1YPR0
APOO	Q9BUR5
PRR16	Q569H4
TMED9	Q9BVK6
DRD1	P21728
TMEM186	Q96B77
SDR42E1	Q8WUS8
RBM33	Q96EV2
ARMCX2	Q7L311
OR51B2	Q9Y5P1
PIGW	Q7Z7B1
BTBD6	Q96KE9
SRY	Q05066
H1FX	Q92522
RBM43	Q6ZSC3
SUMO3	P55854
IMMP2L	Q96T52
TCEAL2	Q9H3H9
CLCNKB	P51801
C1orf220	Q5T0J3
DMRTC1B	Q5HYR2
JAG2	Q9Y219
FMNL1	O95466
FAM22A	Q8IVF1
C2orf79	Q6GMV3
LCN12	Q6JVE5
OR6A2	O95222
WT1	P19544
ZFP90	Q8TF47
AQP12A	Q8IXF9
OR6C70	A6NIJ9
MUC6	Q6W4X9
NOC4L	Q9BVI4
USP18	Q9UMW8
NDUFA6	P56556
CHRM5	P08912
SORCS2	Q96PQ0
TMEM121	Q9BTD3
TMEM106A	Q96A25
SIVA1	O15304
BRI3BP	Q8WY22
IFNE	Q86WN2
SLC22A10	Q63ZE4
DGAT1	O75907
RFX6	Q8HWS3
ROBO2	Q9HCK4
AP3M1	Q9Y2T2
F8	P00451
NT5C1B	Q96P26
CA13	Q8N1Q1
UBOX5	O94941
MAFF	Q9ULX9
BRF1	Q92994
LRRC14B	A6NHZ5
SEMA4B	Q9NPR2
HEATR7B1	A6NES4
CIB1	Q99828
ANKS1B	Q7Z6G8
WHSC2	Q9H3P2
SLC24A3	Q9HC58
SGCZ	Q96LD1
EFCAB10	A6NFE3
C5orf47	Q569G3
GTF2H5	Q6ZYL4
KRT76	Q01546
FLRT2	O43155
INTS5	Q6P9B9
FAM169B	Q8N8A8
RPS27L	Q71UM5
MANEAL	Q5VSG8
ADSSL1	Q8N142
ANO9	A1A5B4
FAF1	Q9UNN5
MYADML2	A6NDP7
FAM43A	Q8N2R8
NDNL2	Q96MG7
HSF1	Q00613
C6orf120	Q7Z4R8
TBC1D3F	A6NER0
PURA	Q00577
HIST1H2BL	Q99880
INPP5J	Q15735
NPY2R	P49146
MIXL1	Q9H2W2
MFSD6L	Q8IWD5
LRRC37B	Q96QE4
DDX51	Q8N8A6
NOMO2	Q5JPE7
C17orf55	Q8N8I6
AQP12B	A6NM10
ZNF479	Q96JC4
SIGIRR	Q6IA17
NRBP2	Q9NSY0
KLK10,PRSSL1	O43240
PRSSL1	Q6UWY2
IFITM2	Q01629
TNFAIP2	Q03169
ZNF445	P59923
PGBD2	Q6P3X8
WBP5	Q9UHQ7
MC2R	Q01718
RAB11B	Q15907
PRMT3	O60678
GP1BA	P07359
PRPF39	Q86UA1
MAGEA11	P43364
PPIL6	Q8IXY8
ZNF74	Q16587
TEX28P2,TEX28	O15482
C5orf36	Q8IV33
FAM100B	Q8IYN6
C22orf33	O43247
CDNF	Q49AH0
NOTUM	Q6P988
KLHL33	A6NCF5
RBM11	P57052
WBSCR17	Q6IS24
ZBTB37	Q5TC79
NUPR2	A6NF83
IL3RA	P26951
CCDC137	Q6PK04
RGPD2	P0DJD1
ARL15	Q9NXU5
C12orf56	Q8IXR9
SCN10A	Q9Y5Y9
CDK10	Q15131
TMEM105	Q8N8V8
SOCS1	O15524
TCN2	P20062
GAS2L1	Q99501
ATP6V0A2	Q9Y487
PARK2	O60260
C14orf80	Q86SX3
HS6ST3	Q8IZP7
HGS	O14964
TNFAIP8L1	Q8WVP5
OR2V1	Q8NHB1
RAD51L3	O75771
OR7A17	O14581
MAPK11	Q15759
SP140L	Q9H930
MRPL28,MRPL30	Q8TCC3
TARSL2	A2RTX5
SMYD3	Q9H7B4
METTL7A	Q9H8H3
IL28RA	Q8IU57
SH3BGR	P55822
FAM174B	Q3ZCQ3
FAM47A	Q5JRC9
C19orf68	Q86XI8
KPNA7	A9QM74
TMEM179B	Q7Z7N9
GPRIN3	Q6ZVF9
KRT6B	P04259
PARPBP	Q9NWS1
STAC3	Q96MF2
ROR1	Q01973
MUC1	P15941
C17orf70	Q0VG06
IRF7	Q92985
L3MBTL1	Q9Y468
BRCC3	P46736
SV2B	Q7L1I2
FAM131C	Q96AQ9
C11orf35	Q8IXW0
C1orf227	Q537H7
PDE6G	P18545
PRKG1	Q13976
NR2F2	P24468
DLK1	P80370
TLCD2	A6NGC4
LSAMP	Q13449
AHNAK2	Q8IVF2
OLFML2A	Q68BL7
SP1	P08047
DAND5,SP1	Q8N907
SPATA8	Q6RVD6
WASH1	A8K0Z3
MRPL40	Q9NQ50
DBX2	Q6ZNG2
C3orf54	Q96EL1
PDIA2	Q13087
PCGF3	Q3KNV8
LMLN	Q96KR4
P4HB	P07237
PSMD13	Q9UNM6
PRL,PBX1	P40424
NDUFA4L2	Q9NRX3
SHC4	Q6S5L8
KRT79	Q5XKE5
BRF1,ZFP36L1	Q07352
UBE2L3	P68036
NTF3	P20783
BRWD1	Q9NSI6
C5orf50	A6NLE4
SILV	P40967
SYN3	O14994
POU3F1	Q03052
SNAI3	Q3KNW1
ZBTB3	Q9H5J0
LYG2	Q86SG7
MORN5	Q5VZ52
EP400NL	Q6ZTU2
PRAME	P78395
C6orf201	Q7Z4U5
MYBL1	P10243
C16orf52	Q8NHV5
NDRG1,DRG1	Q92597
DRG1	Q9Y295
ANKFY1	Q9P2R3
ZNF696	Q9H7X3
ADARB2	Q9NS39
NRG3	P56975
SRL	Q86TD4
C11orf87	Q6NUJ2
IFIT1	P09914
XAGE2B,XAGE2	Q96GT9
CXorf38	Q8TB03
CLDN24	A6NM45
KCNQ5	Q9NR82
ADAMTSL5	Q6ZMM2
KCNIP4	Q6PIL6
FAM75A6	Q5VVP1
MORF4L1	Q9UBU8
NLRP9	Q7RTR0
WDR53	Q7Z5U6
DMWD	Q09019
GPR172A	Q9HAB3
PIGP	P57054
IKZF1	Q13422
PCYT2	Q99447
NAT8L	Q8N9F0
OR6C76	A6NM76
C15orf2	Q9NZP6
BCAP31	P51572
GNB1L	Q9BYB4
DNAH14	Q0VDD8
C1orf110	Q86UF4
EVI2B	P34910
TMEM210	A6NLX4
ZNF829	Q3KNS6
TMPRSS11B	Q86T26
THNSL1	Q8IYQ7
TRIM69	Q86WT6
ATP6V0C	P27449
IFITM1	P13164
PRSS38	A1L453
BPY2,BPY2B,BPY2C	O14599
LAMP1	P11279
FFAR3	O14843
TAS2R60	P59551
C16orf54	Q6UWD8
KLHDC8B	Q8IXV7
KLHL34	Q8N239
SETD4	Q9NVD3
PTCH1	Q13635
RTN4RL1	Q86UN2
OR4C46	A6NHA9
CALHM1	Q8IU99
NKAIN3	Q8N8D7
NXF2,NXF2B	Q9GZY0
RNPC3	Q96LT9
ZNF267	Q14586
IRS2	Q9Y4H2
C7orf61	Q8IZ16
FAM186A	A6NE01
SHOX	O15266
LCE3A	Q5TA76
BICD2	Q8TD16
LCE3E	Q5T5B0
CCIN	Q13939
TMLHE	Q9NVH6
GRK1	Q15835
H2AFB3	P0C5Z0
DEFB128	Q7Z7B8
SLITRK2	Q9H156
PLK5	Q496M5
RASA3	Q14644
LRCH3	Q96II8
LEMD1	Q68G75
ATP4B	P51164
NDUFA13	Q9P0J0
ZNF566	Q969W8
ZNF233,ZNF224	Q9NZL3
ZNF529	Q6P280
FMN1	Q68DA7
HTR3E	A5X5Y0
DLEU7	Q6UYE1
KRT73	Q86Y46
TAL2	Q16559
AIDA	Q96BJ3
C15orf41	Q9Y2V0
CD300LF	Q8TDQ1
ZPBP2	Q6X784
KRT5	P13647
NBPF6	Q5VWK0
PION	A4D1B5
HTR3D	Q70Z44
OR4F4	Q96R69
AGBL4	Q5VU57
ARGFX	A6NJG6
CYP2R1	Q6VVX0
LRRC70	Q7Z2Q7
ANKRD46	Q86W74
PIP5K1C	O60331
OR5D14	Q8NGL3
CYP4F2	P78329
OR5L1	Q8NGL2
TEX38	Q6PEX7
OR5D18	Q8NGL1
ZBTB6	Q15916
C2orf76	Q3KRA6
TAS2R42	Q7RTR8
POLR3C	Q9BUI4
C2orf53	Q53SZ7
DEFB131	P59861
UBL4B	Q8N7F7
WWOX	Q9NZC7
CYP4Z1	Q86W10
CCDC84	Q86UT8
BCL9L	Q86UU0
POLR1D	P0DPB5
POLR1D	P0DPB6
KIF18B	Q86Y91
ZNRF1	Q8ND25
GPR120	Q5NUL3
C20orf185	P59826
C20orf186	P59827
C9orf140	Q86UD0
EDARADD	Q8WWZ3
CYP4F12	Q9HCS2
MOSC1	Q5VT66
LCE5A	Q5TCM9
ANKRD56	A6NEL2
CNO	Q9NUP1
LCE1E	Q5T753
ZNF749	O43361
KLHL32	Q96NJ5
MKL2	Q9ULH7
BTLA	Q7Z6A9
ZNF17	P17021
NBPF12	Q5TAG4
KDM4D	Q6B0I6
GPAT2	Q6NUI2
TOR3A	Q9H497
PABPC1L2B,PABPC1L2A	Q5JQF8
GABRA5	P31644
PPP1CC	P36873
ZNF555	Q8NEP9
OR10T2	Q8NGX3
NAP1L3	Q99457
PRELID2	Q8N945
BACE1	P56817
RGS9BP	Q6ZS82
TMEM212	A6NML5
SLC36A3	Q495N2
SLC36A2	Q495M3
THBS2	P35442
RXRA	P19793
ANKRD37	Q7Z713
C9orf47	Q6ZRZ4
NUDT17	P0C025
KIAA1024L	P59773
ZNF75D	P51815
CYP4X1	Q8N118
KRT26	Q7Z3Y9
KRT10	P13645
OR10X1	Q8NGY0
CD300E	Q496F6
CCDC30	Q5VVM6
NKRF	O15226
GLDN	Q6ZMI3
FCAR	P24071
KPNA4	O00629
TRDN	Q13061
OR6P1	Q8NGX9
KRT3	P12035
ZNF501	Q96CX3
ZNF197	O14709
SPATA12	Q7Z6I5
TMPRSS12	Q86WS5
C2orf84	Q86W67
DEFB132	Q7Z7B7
NAP1L2	Q9ULW6
RPS23	P62266
GNG2	P59768
BTF3,BTN3A2	P78410
AKAP14	Q86UN6
PCLO	Q9Y6V0
KLK12	Q9UKR0
RGS7BP	Q6MZT1
INSIG1	O15503
MYT1L	Q9UL68
C5orf38	Q86SI9
ZNF396	Q96N95
TMEM222	Q9H0R3
OR9Q1	Q8NGQ5
CLCNKA	P51800
OR9Q2	Q8NGE9
ARHGAP30	Q7Z6I6
FAM86B1	Q8N7N1
CYP4F8	P98187
CYP4F3	Q08477
SMYD4	Q8IYR2
FOXD2	O60548
GPATCH8	Q9UKJ3
CEACAM19	Q7Z692
NF2	P35240
UBE2H	P62256
DEFB105A,DEFB105B	Q8NG35
HPDL	Q96IR7
KATNA1	O75449
FSD2	A1L4K1
ARAP1	Q96P48
KIF24	Q5T7B8
PDE2A	O00408
LRRC16B	Q8ND23
PRG2	Q6T4P5
PXDN,PRG2	Q92626
PRR5	P85299
ZFP91	Q96JP5
C17orf58	Q2M2W7
BCDIN3D	Q7Z5W3
MAGEE2	Q8TD90
CYP27C1	Q4G0S4
LYRM7	Q5U5X0
CCDC42B	A6NFT4
CCDC73	Q6ZRK6
BCR	P11274
OR10H1	Q9Y4A9
MPPED1	O15442
FSCN2	O14926
FOXI2	Q6ZQN5
SPIN4	Q56A73
ZNF732	B4DXR9
SPIN2B	Q9BPZ2
FOXE3	Q13461
HYAL3	O43820
SPAM1,HYAL3	P38567
KCNK18	Q7Z418
IFNA10	P01566
VSIG10L	Q86VR7
ANXA8L1,ANXA8L2	Q5VT79
CXCR3	P49682
ZNF397	Q8NF99
ZSCAN30	Q86W11
TPCN1	Q9ULQ1
LILRB4	Q8NHJ6
C2orf27B	P0DPF6
TNFRSF4	P43489
KRT16	P08779
CLP1,HEXIM1	O94992
LCE1A	Q5T7P2
KRT14	P02533
C2orf89	Q86V40
KRTAP17-1	Q9BYP8
PDZD7	Q9H5P4
POFUT2	Q9Y2G5
QRFPR	Q96P65
ERCC6L	Q2NKX8
OR13F1	Q8NGS4
TMEM17	Q86X19
TNFRSF18	Q9Y5U5
FGF3	P11487
C1QL4	Q86Z23
RTN4RL2	Q86UN3
ZDHHC17	Q8IUH5
SERPINA11	Q86U17
SERPINA9,SERPINA11	Q86WD7
P2RY4	P51582
ZNF395	Q9H8N7
ZACN	Q401N2
KRTAP22-1	Q3MIV0
KRTAP19-6	Q3LI70
KRTAP6-2	Q3LI66
OR13C8	Q8NGS7
PPARA	Q07869
TMEM232	C9JQI7
C14orf23	Q86U37
KRTAP19-2	Q3LHN2
KRTAP19-4	Q3LI73
KRTAP15-1	Q3LI76
KRTAP13-4	Q3LI77
FAM183A	A6NL82
EFCAB6	Q5THR3
KRTAP19-5	Q3LI72
KRTAP23-1	A1A580
KANK3	Q6NY19
EMID1	Q96A84
ACTL7A	Q9Y615
KRTAP21-1	Q3LI58
RHD	Q02161
C17orf82	Q86X59
ESPN	B1AK53
PNLIPRP1	P54315
PTRH1	Q86Y79
KRTAP21-2	Q3LI59
SAMD7	Q7Z3H4
GPR141	Q7Z602
TMPRSS6	Q8IU80
CYP4A11	Q02928
TMEM216	Q9P0N5
RPS19BP1	Q86WX3
TMPRSS11A	Q6ZMR5
C3orf70	A6NLC5
TEAD1	P28347
OR2AK2	Q8NG84
DEFB106A,DEFB106B	Q8N104
PLCD1	P51178
CCK	P06307
ENTPD5	O75356
MITF	O75030
HEATR4	Q86WZ0
NAP1L1	P55209
LILRA5	A6NI73
CMC1	Q7Z7K0
SLIT1	O75093
LYPD6	Q86Y78
AKR1C1	Q04828
VSTM2B	A6NLU5
FOXD3	Q9UJU5
SPATA21	Q7Z572
MRPS21	P82921
RNF220	Q5VTB9
ANGPTL5	Q86XS5
KIAA1598	A0MZ66
H1FNT	Q75WM6
LCE4A	Q5TA78
LCE2A	Q5TA79
KRTAP12-1	P59990
LCE2C	Q5TA81
ZNF546	Q86UE3
TSPYL4	Q9UJ04
DAZ3	Q9NR90
MT1X	P80297
GCNT1	Q02742
LCE2D	Q5TA82
SESTD1	Q86VW0
LCE3B	Q5TA77
FNBP1	Q96RU3
DYNC2H1	Q8NCM8
KRT12	Q99456
MAGED4,MAGED4B	Q96JG8
BCAM	P50895
RSBN1L	Q6PCB5
NPSR1	Q6W5P4
WDR86	Q86TI4
EPOR	P19235
FAM9C	Q8IZT9
KRTAP9-8	Q9BYQ0
CIDEC	Q96AQ7
DCC	P43146
TAF9B	Q9HBM6
PCDHB13	Q9Y5F0
MAGI2	Q86UL8
LUZP2	Q86TE4
RDM1	Q8NG50
GFOD1,C6orf114	Q9NXC2
FPR3	P25089
HIST1H1T	P22492
C11orf96	Q7Z7L8
KCNJ11	Q14654
CDHR4	A6H8M9
COL4A1	P02462
PLEKHG7	Q6ZR37
GJA4	P35212
PTMA	P06454
CXorf27	O75409
HSPA14	Q0VDF9
ATP13A5	Q4VNC0
SIRT7	Q9NRC8
C4orf40	Q6MZM9
IFT140	Q96RY7
POTEM	A6NI47
PRAMEF10	O60809
TMEM195	Q6ZNB7
SBK2	P0C263
CYP26C1	Q6V0L0
TLR5	O60602
USP7	Q93009
NOS3,NANOS3	P60323
FOXD4L3	Q6VB84
NHLRC1	Q6VVB1
DPPA3	Q6W0C5
COX8C	Q7Z4L0
PLEKHN1	Q494U1
ZNF385C	Q66K41
MAGEH1	Q9H213
TET3	O43151
ZNF286A	Q9HBT8
ISG15	P05161
EXD3	Q8N9H8
OR5W2	Q8NH69
TMEM8C	A6NI61
C17orf97	Q6ZQX7
ZKSCAN4	Q969J2
RGP1,RGPD1	P0DJD0
DHRS4L2	Q6PKH6
SAMD11	Q96NU1
C1orf170	Q5SV97
VMAC	Q2NL98
C5orf52	A6NGY3
HAPLN4	Q86UW8
ERC2	O15083
B3GALTL	Q6Y288
SPRY4	Q9C004
ERAS	Q7Z444
TRPV2	Q9Y5S1
AMTN	Q6UX39
CXorf67	Q86X51
C2orf88	Q9BSF0
OR2T27	Q8NH04
TMEM203	Q969S6
SLC18A3	Q16572
KBTBD12	Q3ZCT8
THSD4	Q6ZMP0
DNAJB13	P59910
GABRD	O14764
TCEA1	P23193
NHEJ1	Q9H9Q4
FANCA	O15360
SECISBP2	Q96T21
OR52B6	Q8NGF0
C9orf153	Q5TBE3
SSX7	Q7RTT5
ADH1A	P07327
SEMA4D	Q92854
KRTAP10-8	P60410
LIN28B	Q6ZN17
FAM69C	Q0P6D2
DNAH17	Q9UFH2
MCRS1	Q96EZ8
TMEM72	A0PK05
FANCM	Q8IYD8
ZNF70	Q9UC06
CARD9	Q9H257
PEAR1	Q5VY43
ZNF643	Q9UJL9
TMEM202	A6NGA9
ANKRD58	A6NJG2
ZNF642	Q49AA0
HELT	A6NFD8
ZCCHC16	Q6ZR62
TMEM220	Q6QAJ8
C2orf78	A6NCI8
HIST1H1C	P16403
EIF4EBP1	Q13541
P2RX2	Q9UBL9
ASCL4	Q6XD76
OR6C75	A6NL08
CCDC157	Q569K6
TTC24	A2A3L6
PALM3	A6NDB9
GFRAL	Q6UXV0
C1orf168	Q5VWT5
SHISA7	A6NL88
DMBT1	Q9UGM3
CLEC17A	Q6ZS10
OR51I2	Q9H344
LCN10	Q6JVE6
DOC2B	Q14184
LDLRAD2	Q5SZI1
C2orf66	Q6UXQ4
OVCH1	Q7RTY7
ARHGAP11B	Q3KRB8
CYHR1	Q6ZMK1
COL14A1	Q05707
DNER	Q8NFT8
CPSF4L	A6NMK7
KLHL17	Q6TDP4
ZCCHC13	Q8WW36
PLA2G2C	Q5R387
ZSCAN23	Q3MJ62
HIST1H2BJ	P06899
RINL	Q6ZS11
C17orf99	Q6UX52
OR7D2	Q96RA2
TPRG1	Q6ZUI0
C1orf204	P0DPA3
MORN2	Q502X0
C2orf85	Q14D33
S100A3	P33764
UBQLN2	Q9UHD9
RILPL1	Q5EBL4
C19orf67	A6NJJ6
ZNF490	Q9ULM2
CLCN1	P35523
NRN1L	Q496H8
NWD1	Q149M9
ARL4C	P56559
RNF133	Q8WVZ7
TMEM221	A6NGB7
TREML4	Q6UXN2
RAB42	Q8N4Z0
WNT7B	P56706
OR51F1	A6NGY5
C11orf95	C9JLR9
SCGB1C1	Q8TD33
PRSS45	Q7RTY3
PLA2G4E	Q3MJ16
MESP2	Q0VG99
FAM25A	B3EWG3
EYS	Q5T1H1
C6orf132	Q5T0Z8
DAZ1	Q9NQZ3
OR2AG2	A6NM03
MYO15B	Q96JP2
MAPK12	P53778
TMEM215	Q68D42
FAM22G	Q5VZR2
COL4A5	P29400
KRTAP10-6	P60371
AGRN	O00468
NHS	Q6T4R5
OTOG	Q6ZRI0
FAM166A	Q6J272
TMPPE	Q6ZT21
ZNF626	Q68DY1
HEPACAM2	A8MVW5
SMTNL2	Q2TAL5
ZC3H6	P61129
C7orf59	Q0VGL1
PRKAR1B	P31321
FAM22B	A6NNL0
DCUN1D3	Q8IWE4
POTEE	Q6S8J3
LIN37	Q96GY3
ZNF793	Q6ZN11
TUBB2C	P68371
AGAP8,AGAP4	Q96P64
COMMD6	Q7Z4G1
PLA2G2A	P14555
IL17REL	Q6ZVW7
AGPHD1	A2RU49
OR7A5	Q15622
C15orf62	A8K5M9
FAM25C	B3EWG5
RUFY4	Q6ZNE9
ZNF383	Q8NA42
HES4	Q9HCC6
IGFL1	Q6UW32
ZNF669	Q96BR6
C19orf35	Q6ZS72
LRRIQ4	A6NIV6
CENPP	Q6IPU0
PLSCR1	O15162
C3orf62	Q6ZUJ4
ENO4	A6NNW6
ZNF559	Q9BR84
SBK1	Q52WX2
OR6C6	A6NF89
BSPH1	Q075Z2
OR6N2	Q8NGY6
GTF2F2	P13984
FAM92A1	A1XBS5
KIAA1797	Q5VW36
PRR19	A6NJB7
ZP3	P21754
C10orf99	Q6UWK7
H3F3C	Q6NXT2
IFNA2	P01563
JAKMIP3	Q5VZ66
PPP3R2	Q96LZ3
PDCD1	Q15116
CLEC2A	Q6UVW9
GPR21	Q99679
TCTEX1D4	Q5JR98
SELL	P14151
MAGEB5	Q9BZ81
CHM	P24386
NOS2,NANOS2	P60321
BLOC1S5	Q8TDH9
CERKL	Q49MI3
SLC24A5	Q71RS6
IER5L	Q5T953
H2AFX	P16104
INSC	Q1MX18
SERPINA5	P05154
C19orf54	Q5BKX5
LCTL	Q6UWM7
NCCRP1	Q6ZVX7
KRTDAP	P60985
C22orf34	Q6ZV56
COL25A1	Q9BXS0
FAM83G	A6ND36
C9orf171	Q6ZQR2
SRSF10	O75494
HBA2	P69905
DUSP28	Q4G0W2
C15orf52	Q6ZUT6
NBR1	Q14596
OR2G6	Q5TZ20
RALGAPA2	Q2PPJ7
NDOR1	Q9UHB4
NKAIN2	Q5VXU1
KRTAP1-1	Q07627
PAQR9	Q6ZVX9
C12orf63	Q96N23
CLN3	Q13286
FAM72B	Q86X60
ASAH2	Q9NR71
SUMO2	P61956
NOS1,NANOS1	Q8WY41
HMX3	A6NHT5
PELP1,HMX3	Q8IZL8
IGFL3	Q6UXB1
ZNF177	Q13360
LDOC1L	Q6ICC9
DPYD	Q12882
S100A16	Q96FQ6
PTAR1	Q7Z6K3
C10orf131,CC2D2B	Q6DHV5
RNASE9	P60153
FAM154B	Q658L1
RHCE	P18577
C2orf80	Q0P641
PARVB	Q9HBI1
DCDC5,DCDC1	M0R2J8
SCXB,SCXA	Q7RTU7
SLC4A5	Q9BY07
UROS	P10746
KRTAP24-1	Q3LI83
ZDHHC9	Q9Y397
C7orf29	Q96FA7
QRFP	P83859
C5orf43	Q7Z3B0
OSTN	P61366
VWC2	Q2TAL6
C7orf46	A4D161
TMEM120B	A0PK00
FSIP2	Q5CZC0
RBM34	P42696
NOXA1	Q86UR1
TMEM198	Q66K66
BCL2L15	Q5TBC7
FZD3,FZD9	O00144
SPRED3	Q2MJR0
OPTC	Q9UBM4
C11orf34	Q6UQ28
ADRB3	P13945
SKOR1	P84550
CATSPER4	Q7RTX7
PRELP	P51888
PLA2G2E	Q9NZK7
ZNF548	Q8NEK5
MTF1	Q14872
TMCO2	Q7Z6W1
SHISA6	Q6ZSJ9
TMEM201	Q5SNT2
NHLRC3	Q5JS37
HMX2	A2RU54
SNTN	A6NMZ2
ZDHHC11	Q9H8X9
FAM26F	Q5R3K3
CNR2	P34972
SLX4	Q8IY92
GLRA4	Q5JXX5
ENTPD8	Q5MY95
RPL14	P50914
BEND4	Q6ZU67
FAM78B	Q5VT40
ZNF563	Q8TA94
TMC3	Q7Z5M5
ALB,FBF1	Q8TES7
KLRG2	A4D1S0
ASTL	Q6HA08
GPR179	Q6PRD1
MSL1	Q68DK7
LRRK2	Q5S007
BSX	Q3C1V8
GJB3	O75712
FAM196A	Q6ZSG2
TRMT2B	Q96GJ1
PTPLAD2	Q5VWC8
C1orf192	Q5VTH2
NYX	Q9GZU5
FAM120AOS	Q5T036
UTS2D	Q765I0
C9orf152	Q5JTZ5
NOC2L	Q9Y3T9
C4orf44	Q6ZTZ1
AADACL3	Q5VUY0
COBRA1	Q8WX92
SLC15A5	A6NIM6
LIPI	Q6XZB0
LRRC66	Q68CR7
ZNF292	O60281
HUS1B	Q8NHY5
KCTD21	Q4G0X4
SBSN	Q6UWP8
